Model_Year,Make,Model,Vehicle Class,Motor_(kW),Transmission,Fuel_Type,Range_(km),terminal_voltage,terminal_current,temperature,charge_current,charge_voltage,time,capacity,cycle,SOH
2020,Tesla,"Model X Performance (20"" Wheels)",SUV: Standard,580,A1,B,491,3.758079259,-2.012903826,29.29183505,1.9982,2.771,534.875,1.605818899,90,0.80290945
2020,Tesla,"Model X Performance (22"" Wheels)",SUV: Standard,580,A1,B,438,3.754741242,-2.012259618,29.37275467,1.9982,2.765,544.235,1.605818899,90,0.80290945
2020,Tesla,Model Y Long Range AWD,SUV: Small,358,A1,B,509,3.751452133,-2.013255584,29.43607135,1.998,2.761,553.61,1.605818899,90,0.80290945
2020,Tesla,Model Y Performance,SUV: Small,358,A1,B,507,3.747933687,-2.01001129,29.51675546,1.9982,2.759,563,1.605818899,90,0.80290945
2020,Tesla,"Model Y Performance (21"" Wheels)",SUV: Small,358,A1,B,468,3.744398087,-2.013618146,29.58502473,1.9982,2.757,572.344,1.605818899,90,0.80290945
2020,Volkswagen,e-Golf,Compact,100,A1,B,198,3.419093272,-2.013730814,35.58626048,1.9982,2.454,2099.25,1.563849145,91,0.781924573
2021,Audi,e-tron 55 quattro,SUV: Standard,300,A1,B,357,3.417383248,-2.012657706,35.6354812,1.9982,2.452,2108.594,1.563849145,91,0.781924573
2021,Audi,e-tron Sportback 55 quattro,SUV: Standard,300,A1,B,351,3.415614963,-2.013245963,35.66503283,1.9982,2.45,2118,1.563849145,91,0.781924573
2021,BMW,i3 (120 Ah),Subcompact,125,A1,B,246,3.414048362,-2.01330233,35.71382291,1.9982,2.449,2127.328,1.563849145,91,0.781924573
2021,BMW,i3s (120 Ah),Subcompact,135,A1,B,246,3.412229804,-2.014677056,35.76119671,1.9982,2.447,2136.656,1.563849145,91,0.781924573
2021,Chevrolet,Bolt EV,Station wagon: Small,150,A1,B,417,3.410616722,-2.013351513,35.79131013,1.9982,2.446,2146.125,1.563849145,91,0.781924573
2021,Ford,Mustang Mach-E Standard Range,Station wagon: Small,198,A1,B,370,3.410883359,-2.01215768,35.68229325,1.9982,2.438,2099.25,1.548091525,92,0.774045763
2021,Ford,Mustang Mach-E Standard Range AWD,Station wagon: Small,198,A1,B,340,3.409221362,-2.013525264,35.72702958,1.998,2.436,2108.641,1.548091525,92,0.774045763
2021,Ford,"Mustang Mach-E Extended Range (19"" Wheels)",Station wagon: Small,216,A1,B,483,3.407309723,-2.01399068,35.76822111,1.9982,2.435,2117.969,1.548091525,92,0.774045763
2021,Ford,Mustang Mach-E Extended Range AWD,Station wagon: Small,258,A1,B,435,3.405526436,-2.012079746,35.79687427,1.9982,2.433,2127.297,1.548091525,92,0.774045763
2021,Ford,Mustang Mach-E California Route 1,Station wagon: Small,216,A1,B,491,3.569341256,-2.012780862,31.48684366,1.998,2.593,1115.469,1.532375563,93,0.766187782
2021,Ford,Mustang Mach-E GT Performance Edition,Station wagon: Small,358,A1,B,418,3.567122974,-2.011617906,31.52380716,1.9982,2.591,1124.828,1.532375563,93,0.766187782
2021,Hyundai,IONIQ Electric,Mid-size,100,A1,B,274,3.5651796,-2.013687829,31.56674758,1.998,2.589,1134.187,1.532375563,93,0.766187782
2021,Hyundai,Kona Electric,SUV: Small,150,A1,B,415,3.563092194,-2.012535174,31.61522688,1.9982,2.588,1143.562,1.532375563,93,0.766187782
2021,Kia,Niro EV,Station wagon: Small,150,A1,B,385,3.7327143,-2.012114395,29.29379018,1.9982,2.745,506.75,1.516957302,95,0.758478651
2021,Kia,Soul EV (120 Ah),Station wagon: Small,150,A1,B,248,3.729132495,-2.012547141,29.35385329,1.9982,2.742,516.109,1.516957302,95,0.758478651
2021,Kia,Soul EV (180 Ah),Station wagon: Small,150,A1,B,383,3.725925127,-2.013398211,29.42016439,1.9982,2.739,525.453,1.516957302,95,0.758478651
2021,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,177,3.722394468,-2.015263628,29.46658098,1.998,2.735,534.828,1.516957302,95,0.758478651
2021,Nissan,LEAF (40 kWh),Mid-size,110,A1,B,240,3.719217468,-2.012614197,29.5287871,1.9982,2.732,544.203,1.516957302,95,0.758478651
2021,Nissan,LEAF S PLUS,Mid-size,160,A1,B,363,3.486410336,-2.012829161,33.05581103,1.9982,2.52,1490.672,1.501545353,98,0.750772677
2021,Nissan,LEAF SV/SL PLUS,Mid-size,160,A1,B,349,3.484752615,-2.011828034,33.10107357,1.9982,2.518,1500,1.501545353,98,0.750772677
2021,Polestar,2,Mid-size,300,A1,B,375,3.483135999,-2.013112317,33.1498934,1.9982,2.517,1509.328,1.501545353,98,0.750772677
2021,Porsche,Taycan 4S (Performance Battery),Compact,320,A2,B,320,3.481663809,-2.009543019,33.17382352,1.9982,2.515,1518.703,1.501545353,98,0.750772677
2021,Porsche,Taycan 4S (Performance Battery Plus),Compact,360,A2,B,365,3.480357272,-2.016188046,33.21940358,1.9982,2.514,1528.063,1.501545353,98,0.750772677
2021,Porsche,Taycan Turbo,Compact,460,A2,B,341,3.549961524,-2.011588551,31.52481476,1.9982,2.58,1133.875,1.490844405,99,0.745422203
2021,Porsche,Taycan Turbo S,Compact,460,A2,B,323,3.547932422,-2.013008436,31.57598073,1.9982,2.578,1143.235,1.490844405,99,0.745422203
2021,Porsche,Taycan 4 Cross Turismo,Mid-size,280,A2,B,346,3.545937571,-2.01197451,31.61149153,1.9982,2.576,1152.641,1.490844405,99,0.745422203
2021,Porsche,Taycan 4S Cross Turismo,Mid-size,360,A2,B,346,3.543828531,-2.012543706,31.65850338,1.9982,2.574,1162.063,1.490844405,99,0.745422203
2021,Porsche,Taycan Turbo Cross Turismo,Mid-size,460,A2,B,328,3.541916268,-2.014081237,31.70634781,1.9982,2.572,1171.422,1.490844405,99,0.745422203
2021,Porsche,Taycan Turbo S Cross Turismo,Mid-size,460,A2,B,325,3.539905288,-2.010911495,31.75071091,1.9982,2.57,1180.781,1.490844405,99,0.745422203
2021,Tesla,Model 3 Standard Range,Mid-size,191,A1,B,151,3.875815955,-2.014407931,25.42127035,1.998,2.882,122.719,1.475209587,102,0.737604794
2021,Tesla,Model 3 Standard Range Plus,Mid-size,191,A1,B,423,3.86994085,-2.012465559,25.5227476,1.998,2.877,132.078,1.475209587,102,0.737604794
2021,Tesla,Model 3 Long Range AWD,Mid-size,293,A1,B,568,3.864397152,-2.013073206,25.63190165,1.998,2.872,141.453,1.475209587,102,0.737604794
2021,Tesla,Model 3 Performance,Mid-size,321,A1,B,507,3.8592499,-2.011889666,25.74274686,1.998,2.868,150.781,1.475209587,102,0.737604794
2021,Tesla,Model S Long Range,Full-size,494,A1,B,652,3.854353706,-2.015913753,25.86332173,1.998,2.863,160.141,1.475209587,102,0.737604794
2021,Tesla,Model S Long Range Plus,Full-size,398,A1,B,629,3.849616125,-2.013155893,25.97088461,1.998,2.859,169.484,1.475209587,102,0.737604794
2021,Tesla,"Model S Performance (19"" Wheels)",Full-size,580,A1,B,623,3.488137505,-0.002044485,37.77561568,0.0008,0,2922.438,1.49609183,104,0.748045915
2021,Tesla,"Model S Performance (21"" Wheels)",Full-size,580,A1,B,538,3.493900757,-0.000656204,37.61787669,0.0008,0,2932.188,1.49609183,104,0.748045915
2021,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,A1,B,637,3.49936345,0.000433646,37.47011927,0.0006,0,2941.938,1.49609183,104,0.748045915
2021,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,A1,B,560,3.504847343,-0.002840795,37.30832029,0.0008,0,2951.672,1.49609183,104,0.748045915
2021,Tesla,Model X Long Range,SUV: Standard,494,A1,B,560,3.586313258,-2.014078382,31.40052773,1.9982,2.615,965.75,1.480800595,105,0.740400298
2021,Tesla,Model X Long Range Plus,SUV: Standard,398,A1,B,597,3.583929037,-2.012372875,31.43115919,1.9982,2.613,975.078,1.480800595,105,0.740400298
2021,Tesla,"Model X Performance (20"" Wheels)",SUV: Standard,580,A1,B,549,3.581504629,-2.01596392,31.46350074,1.9982,2.611,984.516,1.480800595,105,0.740400298
2021,Tesla,"Model X Performance (22"" Wheels)",SUV: Standard,580,A1,B,483,3.579167334,-2.010537976,31.50223227,1.9982,2.608,993.86,1.480800595,105,0.740400298
2021,Tesla,Model Y Standard Range,SUV: Small,211,A1,B,393,3.576828162,-2.010633427,31.55398213,1.9982,2.606,1003.266,1.480800595,105,0.740400298
2021,Tesla,Model Y Long Range AWD,SUV: Small,270,A1,B,525,3.509178212,-2.01430573,32.80957754,1.9982,2.537,1302.547,1.469754327,106,0.734877164
2021,Tesla,Model Y Performance,SUV: Small,312,A1,B,488,3.50723502,-2.013646996,32.84970502,1.9982,2.536,1311.906,1.469754327,106,0.734877164
2021,Volkswagen,ID.4 Pro,SUV: Small,150,A1,B,400,3.505501268,-2.011952718,32.88571026,1.9982,2.533,1321.281,1.469754327,106,0.734877164
2021,Volkswagen,ID.4 AWD Pro,SUV: Small,220,A1,B,386,3.503886636,-2.013833562,32.92771198,1.9982,2.532,1330.672,1.469754327,106,0.734877164
2021,Volvo,XC40 Recharge,SUV: Small,300,A1,B,335,3.502172472,-2.012800098,32.97663785,1.9982,2.53,1340.047,1.469754327,106,0.734877164
2022,Audi,e-tron 55 quattro,SUV: Standard,300,A1,B,357,3.526393508,-2.005654596,32.0999801,1.9982,2.554,1181,1.453901227,107,0.726950614
2022,Audi,e-tron Sportback 55 quattro,SUV: Standard,300,A1,B,351,3.524111167,-2.007412195,32.13834276,1.9982,2.552,1190.359,1.453901227,107,0.726950614
2022,Audi,"e-tron S Sportback quattro (20"" Wheels)",SUV: Standard,370,A1,B,341,3.523073105,-2.014936307,32.1914194,1.9982,2.55,1199.718,1.453901227,107,0.726950614
2022,Audi,"e-tron S Sportback quattro (21"" or 22"" Wheels)",SUV: Standard,370,A1,B,298,3.52061829,-2.004030582,32.23146807,1.9982,2.548,1209.078,1.453901227,107,0.726950614
2022,Audi,e-tron GT,Mid-size,390,A2,B,383,3.750911629,-2.010009232,28.95389167,1.998,2.765,403.891,1.438670937,111,0.719335469
2022,Audi,RS e-tron GT,Mid-size,475,A2,B,373,3.747421332,-2.011556461,29.04822835,1.998,2.762,413.235,1.438670937,111,0.719335469
2022,Audi,Q4 50 e-tron quattro,SUV: Small,220,A1,B,388,3.743848269,-2.015879558,29.13078625,1.998,2.759,422.579,1.438670937,111,0.719335469
2022,Audi,Q4 50 e-tron Sportback quattro,SUV: Small,220,A1,B,388,3.740014517,-2.008802516,29.21935876,1.998,2.755,431.969,1.438670937,111,0.719335469
2022,BMW,"i4 eDrive40 (18"" Wheels)",Subcompact,250,A1,B,484,3.736510287,-2.013199793,29.31903462,1.998,2.752,441.282,1.438670937,111,0.719335469
2022,BMW,"i4 eDrive40 (19"" Wheels)",Subcompact,250,A1,B,454,3.732908307,-2.014560336,29.38992699,1.998,2.749,450.641,1.438670937,111,0.719335469
2022,BMW,"i4 M50 xDrive (19"" Wheels)",Subcompact,400,A1,B,435,3.379589368,-2.011647458,36.28906172,1.9982,2.414,1930.531,1.428064873,114,0.714032437
2022,BMW,"i4 M50 xDrive (20"" Wheels)",Subcompact,400,A1,B,365,3.377497419,-2.012421173,36.33186209,1.9982,2.412,1939.875,1.428064873,114,0.714032437
2022,BMW,"iX xDrive50 (20"" Wheels)",SUV: Standard,400,A1,B,521,3.375343398,-2.014850655,36.37519633,1.9982,2.41,1949.219,1.428064873,114,0.714032437
2022,BMW,"iX xDrive50 (21"" Wheels)",SUV: Standard,400,A1,B,491,3.373087635,-2.012131532,36.4273088,1.9982,2.408,1958.578,1.428064873,114,0.714032437
2022,BMW,"iX xDrive50 (22"" Wheels)",SUV: Standard,400,A1,B,507,3.416581471,-2.01297181,34.94411527,1.9982,2.444,1705.797,1.417429033,116,0.708714517
2022,Chevrolet,Bolt EUV,Station wagon: Small,150,A1,B,397,3.41489816,-2.011892883,34.99142209,1.998,2.442,1715.172,1.417429033,116,0.708714517
2022,Chevrolet,Bolt EV,Station wagon: Small,150,A1,B,417,3.41320364,-2.010873524,35.03829209,1.9982,2.44,1724.516,1.417429033,116,0.708714517
2022,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,318,A1,B,370,3.411312809,-2.013410208,35.07842653,1.998,2.438,1733.859,1.417429033,116,0.708714517
2022,Ford,F-150 Lightning Extended Range,Pickup truck: Standard,420,A1,B,515,3.409600619,-2.010000854,35.12833742,1.9982,2.437,1743.203,1.417429033,116,0.708714517
2022,Ford,F-150 Lightning Platinum,Pickup truck: Standard,420,A1,B,483,4.188499612,-0.002674324,25.16645333,0.0008,4.203,9.438,1.433392049,120,0.716696025
2022,Ford,Mustang Mach-E Standard Range,SUV: Small,198,A1,B,397,3.979750056,-2.012403162,25.17907259,1.9982,2.999,19.563,1.433392049,120,0.716696025
2022,Ford,Mustang Mach-E Standard Range AWD,SUV: Small,198,A1,B,360,3.959836913,-2.01388926,25.2513074,1.9984,2.969,28.922,1.433392049,120,0.716696025
2022,Ford,Mustang Mach-E Extended Range,SUV: Small,216,A1,B,488,3.944342549,-2.01348021,25.34275244,1.9982,2.956,38.313,1.433392049,120,0.716696025
2022,Ford,Mustang Mach-E Extended Range AWD,SUV: Small,258,A1,B,446,3.44856316,-2.011310782,34.27579377,1.9982,2.487,1537.344,1.417354717,122,0.708677359
2022,Ford,Mustang Mach-E California Route 1,SUV: Small,216,A1,B,505,3.446948826,-2.012097854,34.31488131,1.9982,2.485,1546.688,1.417354717,122,0.708677359
2022,Ford,Mustang Mach-E California Route 1 AWD,SUV: Small,258,A1,B,502,3.445534153,-2.014861169,34.35659294,1.998,2.484,1556.031,1.417354717,122,0.708677359
2022,Ford,Mustang Mach-E GT Performance Edition,SUV: Small,358,A1,B,418,3.443631878,-2.010760003,34.40324975,1.9982,2.482,1565.438,1.417354717,122,0.708677359
2022,Hyundai,IONIQ 5 Standard Range,Full-size,125,A1,B,354,3.468541995,-2.012872252,33.16156892,1.9982,2.502,1359.562,1.396700823,125,0.698350412
2022,Hyundai,IONIQ 5 Long Range,Full-size,168,A1,B,488,3.466765971,-2.011647174,33.21198444,1.9982,2.5,1368.922,1.396700823,125,0.698350412
2022,Hyundai,IONIQ 5 Long Range AWD,Full-size,239,A1,B,414,3.465171868,-2.011607043,33.25893769,1.9982,2.498,1378.281,1.396700823,125,0.698350412
2022,Hyundai,Kona Electric,SUV: Small,150,A1,B,415,3.463307014,-2.015275656,33.30118564,1.9982,2.496,1387.641,1.396700823,125,0.698350412
2022,Jaguar,I-PACE,SUV: Small,294,A1,B,357,3.46159995,-2.014880712,33.34546165,1.9982,2.495,1397.047,1.396700823,125,0.698350412
2022,Kia,EV6 Standard Range,Station wagon: Small,125,A1,B,373,3.661460822,-2.013748771,29.68087858,1.9982,2.688,581.453,1.375236415,129,0.687618208
2022,Kia,EV6 Long Range,Station wagon: Small,168,A1,B,499,3.658069937,-2.012542487,29.70514173,1.9982,2.685,590.843,1.375236415,129,0.687618208
2022,Kia,EV6 Long Range AWD,Station wagon: Small,239,A1,B,441,3.654978051,-2.011007817,29.73171398,1.9982,2.682,600.187,1.375236415,129,0.687618208
2022,Kia,Niro EV,Station wagon: Small,150,A1,B,385,3.651637455,-2.01308241,29.7602351,1.9982,2.679,609.593,1.375236415,129,0.687618208
2022,Kia,Soul EV (120 Ah),Station wagon: Small,150,A1,B,248,3.648297197,-2.009189771,29.78628748,1.9982,2.676,618.968,1.375236415,129,0.687618208
2022,Kia,Soul EV (180 Ah),Station wagon: Small,150,A1,B,383,3.549518403,0.000917224,36.55033329,0.0006,0,2765.625,1.364782795,136,0.682391398
2022,Lucid,"Air Dream P AWD (19"" Wheels)",Full-size,829,A1,B,758,3.55335968,-0.000297229,36.39897422,0.0006,0,2775.406,1.364782795,136,0.682391398
2022,Lucid,"Air Dream P AWD (21"" Wheels)",Full-size,829,A1,B,726,3.557327411,-0.001249903,36.25554575,0.0006,0,2785.156,1.364782795,136,0.682391398
2022,Lucid,"Air Dream R AWD (19"" Wheels)",Full-size,696,A1,B,837,3.56107038,-0.000311463,36.10032896,0.0006,0,2794.891,1.364782795,136,0.682391398
2022,Lucid,"Air Dream R AWD (21"" Wheels)",Full-size,696,A1,B,774,3.735383408,-2.011953571,28.31122079,1.9982,2.757,375.219,1.354322047,137,0.677161024
2022,Lucid,"Air Grand Touring AWD (19"" Wheels)",Full-size,611,A1,B,830,3.731704087,-2.014334426,28.40506038,1.9982,2.754,384.578,1.354322047,137,0.677161024
2022,Lucid,"Air Grand Touring AWD (21"" Wheels)",Full-size,611,A1,B,755,3.727678,-2.013248937,28.51040249,1.9982,2.75,394,1.354322047,137,0.677161024
2022,Mazda,MX-30,Mid-size,107,A1,B,161,3.723912926,-2.011195675,28.60493624,1.9982,2.747,403.406,1.354322047,137,0.677161024
2022,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,385,A1,B,547,3.102136584,-2.011615318,38.78547632,1.9982,2.149,2240.25,1.344189194,141,0.672094597
2022,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,183,3.089834779,-2.014510078,38.86400724,1.998,2.137,2249.578,1.344189194,141,0.672094597
2022,Nissan,LEAF (40 kWh),Mid-size,110,A1,B,240,3.077639986,-2.012156611,38.95343797,1.998,2.125,2258.968,1.344189194,141,0.672094597
2022,Nissan,LEAF S PLUS,Mid-size,160,A1,B,363,3.064859852,-2.011658553,39.03963444,1.998,2.112,2268.359,1.344189194,141,0.672094597
2022,Nissan,LEAF SV/SL PLUS,Mid-size,160,A1,B,349,3.505747364,-2.013463607,31.62664127,1.998,2.539,1049.688,1.338991379,142,0.66949569
2022,Polestar,2 Single Motor,Mid-size,170,A1,B,435,3.50351679,-2.012301064,31.68918297,1.9982,2.537,1059.031,1.338991379,142,0.66949569
2022,Polestar,2 Dual Motor,Mid-size,300,A1,B,401,3.501237614,-2.012230031,31.73151102,1.9982,2.534,1068.36,1.338991379,142,0.66949569
2022,Porsche,Taycan 4 Cross Turismo,Mid-size,280,A2,B,346,3.4990057,-2.011909391,31.78642703,1.9982,2.532,1077.75,1.338991379,142,0.66949569
2022,Porsche,Taycan 4S (Performance Battery),Compact,320,A2,B,320,3.234252643,-2.012067569,37.4179791,1.998,2.277,2052.125,1.323170899,146,0.66158545
2022,Porsche,Taycan 4S (Performance Battery Plus),Compact,360,A2,B,365,3.228274404,-2.010840018,37.47204017,1.9982,2.271,2061.547,1.323170899,146,0.66158545
2022,Porsche,Taycan 4S Cross Turismo,Mid-size,360,A2,B,346,3.222081328,-2.010425609,37.54006165,1.998,2.265,2070.875,1.323170899,146,0.66158545
2022,Porsche,Taycan GTS,Compact,380,A2,B,396,3.215609016,-2.013327338,37.61094007,1.998,2.258,2080.297,1.323170899,146,0.66158545
2022,Porsche,Taycan GTS Sport Turismo,Mid-size,380,A2,B,375,3.455063095,-2.012395062,32.56051473,1.9982,2.489,1237.39,1.318169159,147,0.65908458
2022,Porsche,Taycan Turbo,Compact,460,A2,B,341,3.453117193,-2.012424906,32.61625115,1.9982,2.487,1246.734,1.318169159,147,0.65908458
2022,Porsche,Taycan Turbo Cross Turismo,Mid-size,460,A2,B,328,3.451143335,-2.013093104,32.66912846,1.9982,2.486,1256.062,1.318169159,147,0.65908458
2022,Porsche,Taycan Turbo S,Compact,460,A2,B,323,3.44906297,-2.012410133,32.70726269,1.998,2.483,1265.421,1.318169159,147,0.65908458
2022,Porsche,Taycan Turbo S Cross Turismo,Mid-size,460,A2,B,325,3.447291301,-2.01127861,32.76151634,1.9982,2.482,1274.812,1.318169159,147,0.65908458
2022,Rivian,R1S,SUV: Standard,650,A1,B,509,3.475925024,-2.01584575,32.73550707,1.998,2.51,1227.828,1.360121677,151,0.680060839
2022,Rivian,R1T,Pickup truck: Standard,650,A1,B,505,3.474144705,-2.012936519,32.78660825,1.9982,2.509,1237.234,1.360121677,151,0.680060839
2022,Tesla,Model 3 Standard Range,Mid-size,191,A1,B,146,3.472277302,-2.011945436,32.83014115,1.9982,2.507,1246.531,1.360121677,151,0.680060839
2022,Tesla,Model 3 RWD,Mid-size,191,A1,B,438,3.470189849,-2.013080833,32.87816613,1.9982,2.504,1255.938,1.360121677,151,0.680060839
2022,Tesla,Model 3 Long Range AWD,Mid-size,293,A1,B,576,3.46833099,-2.013734401,32.92942208,1.9982,2.503,1265.25,1.360121677,151,0.680060839
2022,Tesla,Model 3 Performance,Mid-size,321,A1,B,507,3.808165984,-2.011992719,25.86765741,1.998,2.809,178.703,1.323674127,154,0.661837064
2022,Tesla,Model S,Full-size,494,A1,B,652,3.803676083,-2.012518297,25.99410584,1.9982,2.807,188.063,1.323674127,154,0.661837064
2022,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,A1,B,637,3.799513374,-2.01361324,26.10986558,1.998,2.802,197.391,1.323674127,154,0.661837064
2022,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,A1,B,560,3.79522745,-2.011997704,26.23374671,1.998,2.799,206.781,1.323674127,154,0.661837064
2022,Tesla,Model X,SUV: Standard,494,A1,B,560,3.552180748,-2.011400179,30.4417605,1.998,2.57,834.391,1.313202063,157,0.656601032
2022,Tesla,"Model X Plaid (20"" Wheels)",SUV: Standard,750,A1,B,536,3.549308978,-2.013147006,30.48995753,1.998,2.568,843.766,1.313202063,157,0.656601032
2022,Tesla,"Model X Plaid (22"" Wheels)",SUV: Standard,750,A1,B,500,3.546755916,-2.010716741,30.53726091,1.998,2.565,853.141,1.313202063,157,0.656601032
2022,Tesla,Model Y AWD,SUV: Small,291,A1,B,449,3.707921885,-2.011448344,28.39847464,1.998,2.717,394.094,1.303410044,161,0.651705022
2022,Tesla,Model Y Long Range AWD,SUV: Small,291,A1,B,531,3.703924736,-2.012416044,28.49157314,1.998,2.713,403.406,1.303410044,161,0.651705022
2022,Tesla,Model Y Performance,SUV: Small,312,A1,B,488,3.699738717,-2.012856212,28.59048643,1.998,2.71,412.734,1.303410044,161,0.651705022
2022,Volkswagen,ID.4 Pro,SUV: Small,150,A1,B,422,3.511055234,-2.01306846,31.27544774,1.998,2.531,956.313,1.297887081,162,0.648943541
2022,Volkswagen,ID.4 AWD Pro,SUV: Small,220,A1,B,394,3.508709541,-2.010758858,31.32576026,1.998,2.529,965.656,1.297887081,162,0.648943541
2022,Volvo,C40 Recharge Twin,SUV: Small,300,A1,B,364,3.506182349,-2.010201851,31.38413207,1.998,2.526,975.031,1.297887081,162,0.648943541
2022,Volvo,XC40 Recharge Twin,SUV: Small,300,A1,B,359,3.503660466,-2.010594598,31.43869622,1.998,2.524,984.391,1.297887081,162,0.648943541
